gene	AC_afr	AC_sas	AC_amr	AC_eas	AC_nfe	AC_fin	AC_asj	AC_main	AN_afr	AN_sas	AN_amr	AN_eas	AN_nfe	AN_fin	AN_asj	AN_main	U	tercile	shet_cassa
EHMT1	0	0	0	1	0	0	0	1	16212	30612	34570	18384	112222	21396	10066	212000	3.58e-06	3	0.3177461674
EHMT2	10	4	0	1	15	0	0	30	15307.9	29240.9	33701.1	18176.5	108528.7	20861.8	9421.9	204955.1	3.41e-06	3	0.0226180227
EI24	1	0	2	0	0	1	0	3	14053.5	28754.5	32286	16526.5	102864.5	20483.5	9733.5	194485	1.19e-06	2	0.1104154244
EIF1AD	0	0	0	0	6	1	0	6	16247.2	30576.8	34525.2	18387.2	113617.6	21636.8	10066	213354	3.87e-07	1	0.0185654129
EIF1B	0	0	0	0	1	0	0	1	16238	30496	34330	18366	113576	21632	10070	213006	2.69e-07	1	0.0500846993
EIF2A	1	7	10	3	10	0	0	31	12427.4444444444	26013.2222222222	28665.4444444444	14787.8888888889	91458.1111111111	19665	9181.66666666667	173352.111111111	1.62e-06	3	0.0162649748
EIF2AK1	4	1	4	2	12	0	0	23	16180.4	30069.7333333333	33847.6	18255.7333333333	113096.133333333	21593.6	9972.13333333333	211449.6	1.83e-06	3	0.0122819408
EIF2AK2	2	3	0	1	7	0	0	13	14892.25	27676	30159.25	16355.25	107236.5	21289.75	9403.75	196319.25	1.63e-06	3	0.0170939971
EIF2AK3	1	3	2	1	10	2	1	17	16199.6	30589.8666666667	34558.5333333333	18368.6666666667	113348.8	21591.4666666667	10057.7333333333	213065.466666667	2.83e-06	3	0.0310511476
EIF2AK4	3	10	5	2	78	3	0	98	15287.6666666667	30108.2380952381	33991.8571428571	17845.7142857143	111964.571428571	21380.0952380952	9936.85714285714	209198.047619048	4.86e-06	3	0.0093847231
EIF2B1	1	26	0	2	24	0	0	53	16191.7142857143	30604.8571428571	34576.5714285714	18376.8571428571	113561.142857143	21513.7142857143	10069.1428571429	213311.142857143	8.42e-07	2	0.0225286692
EIF2B2	0	12	1	2	14	0	1	29	16191.2	30606.5333333333	34574.1333333333	18383.0666666667	113360.133333333	21578.5333333333	10064.2666666667	213115.066666667	7.61e-07	2	0.008148164
EIF2B3	0	1	1	0	3	0	0	5	16252	30614	34588.5	18387	113663	21607.5	10076.5	213504.5	1.18e-06	2	0.0538661989
EIF2B4	1	2	6	0	2	0	0	11	14146	28147	31453.5	16459	99007.5	19883	9382.5	189213	1.72e-06	3	0.0431246203
EIF2B5	1	1	2	1	5	2	0	10	16253.8	30613.4	34586.2	18393.6	113741	21647	10079.4	213588	2.19e-06	3	0.0691977952
EIF2D	3	3	15	2	12	7	0	35	16243.8	30522	34461.9	18380.3	113360.7	21596.3	10018.9	212968.7	1.84e-06	3	0.0122250502
EIF2S1	0	0	0	0	1	0	0	1	16154	29684	33210	18288	113038	21546	10028	210374	8.19e-07	2	0.2183271433
EIF2S2	0	0	0	0	2	0	0	2	16235	30593	34535	18380	113390	20948	10077	213133	1.15e-06	2	0.0648098187
EIF2S3	4	0	0	0	9	2	1	13	12321	17242	25552	13433	79062	15890	7190	147610	9.96e-07	2	0.0330007141
EIF2S3L	0	0	0	0	1	0	0	1	16252	30616	34586	18392	113766	21648	10080	213612	5.18e-07	1	0.0046566478
EIF3A	0	0	1	0	5	0	0	6	16252.6666666667	30613.6666666667	34584	18392.6666666667	113684.666666667	21630.6666666667	10077.6666666667	213527.666666667	5.98e-06	3	0.4604529283
EIF3D	2	0	0	0	0	0	1	2	16244	30519	34389	18374	113378	21572	10008	212904	1.62e-06	3	0.0748163465
EIF3E	2	0	0	3	2	1	0	7	15742.8571428571	28305.4285714286	31682.5714285714	17494.5714285714	110164.285714286	21402.2857142857	9540.57142857143	203389.714285714	1.14e-06	2	0.0459192506
EIF3F	0	0	0	0	1	0	0	1	16256	30616	34592	18394	113770	21648	10080	213628	8.2e-07	2	0.0560688227
EIF3G	0	0	0	0	1	0	0	1	14376	28934	33108	18086	106018	20060	9174	200522	7.61e-07	2	0.2035229104
EIF3H	1	0	0	1	2	1	1	4	16248.3333333333	30607.6666666667	34559	18386.3333333333	113564.333333333	21639	10075	213365.666666667	9.71e-07	2	0.0405803195
EIF3I	0	0	0	0	1	1	0	1	16027	28257	30875	17677	110890	21464	9553	203726	7.95e-07	2	0.0579322919
EIF3J	0	0	0	1	2	0	0	3	13561	29005	32163	16341	99989	19918	9631	191059	7.44e-07	2	0.09292648
EIF3K	1	1	5	0	11	14	0	18	16213.7142857143	30524.8571428571	34508.5714285714	18382.5714285714	113384.571428571	21554.2857142857	10040	213014.285714286	7.75e-07	2	0.0049086077
EIF3L	0	0	1	1	0	7	1	2	16174.8	30302.8	34208	18296.8	113148	21577.6	10018	212130.4	1.47e-06	3	0.0311221723
EIF3M	2	2	2	0	1	0	0	7	16179.7142857143	30398.5714285714	34418.2857142857	18367.1428571429	113434.571428571	21586.5714285714	10055.4285714286	212798.285714286	1.05e-06	2	0.1228962527
EIF4A2	0	0	0	0	0	1	0	0	16256	30616	34592	18394	113770	21648	10080	213628	1.1e-06	2	0.2576924708
EIF4B	0	1	0	0	0	0	0	1	15436	30336	34174	17858	112440	21534	10030	210244	2.38e-06	3	0.4350165018
EIF4E	0	1	0	0	0	0	0	1	5150	15940	19742	9174	39364	4312	5732	89370	1.03e-06	2	0.0975324413
EIF4E2	0	0	1	1	0	1	0	2	16168	30478.6666666667	34498.6666666667	18378	113422.666666667	21621.3333333333	10054.6666666667	212946	9.87e-07	2	0.0992285535
EIF4E3	0	1	0	1	7	0	15	9	14742.8	28630.4	32574.4	17433.6	103407.2	19328.8	9709.2	196788.4	8.43e-07	2	0.0079948344
EIF4EBP1	0	0	6	0	0	0	0	6	16256	30616	34590	18394	112546	21648	10074	212402	1.61e-07	1	0.0314471958
EIF4EBP2	0	1	0	0	0	0	0	1	16240	30596	34572	18394	113552	21636	10074	213354	2.45e-07	1	0.1786355499
EIF4EBP3	0	11	0	0	2	0	0	13	16250	30585.3333333333	34558	18392.6666666667	111111.333333333	21621.3333333333	10035.3333333333	210897.333333333	2.9e-07	1	0.0045177076
EIF4ENIF1	3	0	0	0	3	0	0	6	16084.5	29703.5	33159.5	18111	112018.5	20518.5	9794.5	209077	2.92e-06	3	0.1796609723
EIF4G1	0	0	0	0	2	0	0	2	15076	30345	34191	17904	109514	16645	9920	207030	5.02e-06	3	0.6394100936
EIF4G3	13	0	0	0	2	0	0	15	16072.5	29989.5	33645.5	18070	112607.5	21576	10014	210385	4.14e-06	3	0.0673750471
EIF4H	0	1	0	2	10	0	0	13	16255.3333333333	30616	34572.6666666667	18393.3333333333	113748	21646.6666666667	10079.3333333333	213585.333333333	8.49e-07	2	0.0180368086
EIF5	0	1	0	0	1	0	0	2	16234	30479	34491	18383	113592	21641	10065	213179	1.08e-06	2	0.0737454451
EIF5A	0	0	1	0	0	0	0	1	16012	30496	34512	18392	113248	21624	10010	212660	4.58e-07	1	0.2369225084
EIF5A2	0	1	1	1	3	0	0	6	16180.6666666667	29989	33762.6666666667	18312.3333333333	113043.666666667	21445.3333333333	10026	211288.333333333	3.9e-07	1	0.0315188026
EIF5B	2	10	1	0	3	0	1	16	15049.3333333333	28481.3333333333	31880.6666666667	17152.2222222222	109924.888888889	21221.7777777778	9550.44444444445	202488.444444444	3.39e-06	3	0.0311010938
EIF6	0	0	0	0	3	0	0	3	16238	30594	34570	18390	113644	21620	10075	213436	6.15e-07	1	0.0999143749
ELAC1	0	0	0	1	1	0	0	2	16256	30614	34586	18392	113690	21648	10074	213538	5.09e-07	1	0.084498771
ELANE	0	2	0	0	6	6	0	8	14479	29841.6666666667	33817	17652.3333333333	103166	18218	9674.33333333333	198956	7.34e-07	2	0.0288021695
ELAVL3	1	0	0	0	0	0	0	1	10540	18500	19420	9286	76252	18798	5616	133998	6.4e-07	1	0.0976443022
ELAVL4	0	0	1	0	0	0	0	1	15364	30350	34338	17886	112108	21404	10008	210046	7.53e-07	2	0.2088953388
ELF1	1	2	0	2	4	1	0	9	16176.25	30443	34146	18266	113366.25	21610.25	10037.75	212397.5	1.44e-06	3	0.1017865546
ELF2	0	0	0	0	2	0	1	2	16088	28747	32561	18162	110349	21168	9324	205907	1.2e-06	2	0.1378690128
ELF3	0	0	0	0	2	0	0	2	16195	30594	34526	18361	113233	21601	10055	212909	1.26e-06	2	0.1421119729
ELF4	1	0	1	0	4	0	0	6	12996	18740.2	27276.6	13826	80556.2	15829.4	7310.6	153395	1.09e-06	2	0.037513363
ELF5	0	5	2	1	5	7	0	13	16186.5	30563.25	34527	18378	113488.5	21620.5	10066.25	213143.25	9.1e-07	2	0.0074484099
ELFN2	0	0	1	0	1	0	0	2	16211	30611	34571	18389	113318	21579	10051	213100	8.95e-07	2	0.1044966203
ELK3	1	0	2	1	0	0	1	4	16174.5	30127	33813	18216.5	113000	20587.5	9980.5	211331	6.39e-07	1	0.0215852664
ELK4	0	0	1	0	6	0	0	7	16090.3333333333	29836	33518	18134	112471.666666667	20965.3333333333	9889.33333333333	210050	5.81e-07	1	0.0270342543
ELL	0	0	0	1	3	0	0	4	12846	25019.5	26305	13974.5	91979	16598.5	8458.5	170124	1.77e-06	3	0.0660775101
ELL2	0	1	1	1	0	0	0	3	16018	30068	33618	18106	112769.333333333	21585.3333333333	10038	210579.333333333	1.64e-06	3	0.1890327046
ELL3	4	7	0	7	4	1	1	22	15800	30080.3333333333	33951.1666666667	18003.6666666667	110372	21188.6666666667	9980.83333333333	208207.166666667	1.2e-06	2	0.0065963114
ELMO1	2	2	0	0	4	0	1	8	16237.1111111111	30574.8888888889	34523.7777777778	18349.1111111111	113395.555555556	21616.2222222222	10063.5555555556	213080.444444444	2.49e-06	3	0.0633105068
ELMO2	1	2	5	1	10	1	1	19	16218.2352941176	30423.6470588235	34242.9411764706	18339.6470588235	113248.823529412	21551.1764705882	10012	212473.294117647	2.59e-06	3	0.0173073303
ELMOD1	1	1	0	0	2	0	0	4	10978.6666666667	23808	23862.6666666667	12718	85029.3333333333	19152	8226	156396.666666667	9.08e-07	2	0.0457052143
ELMOD2	1	1	0	0	6	0	0	8	15567.5	27366.5	30093.5	16991.5	108931.5	21216	9552.5	198950.5	9.67e-07	2	0.0436146068
ELMOD3	4	28	4	7	16	0	0	59	16193.5789473684	30480.8421052632	34352.2105263158	18322.5263157895	113181.157894737	21615.8947368421	10029.1578947368	212530.315789474	1.08e-06	2	0.0034759801
ELMSAN1	0	0	0	0	1	1	0	1	15007	22165	26898	16554	97745	18622	6580	178369	2.56e-06	3	0.1549664311
ELN	2	3	13	12	28	19	0	58	16162.3076923077	30480.2307692308	34496.6923076923	18352.1538461538	113310.846153846	21507.6153846154	10047.2307692308	212802.230769231	2.28e-06	3	0.0075729324
ELOF1	1	0	0	0	0	3	0	1	16256	30616	34592	18394	113065	21645	10076	212923	3.14e-07	1	0.0566659113
ELOVL1	0	1	0	0	2	0	0	3	16252	30615.3333333333	34571.3333333333	18393.3333333333	113718	21616	10073.3333333333	213550	7.71e-07	2	0.0054732503
ELOVL2	3	1	7	3	9	0	0	23	16106.6666666667	29586	33360.1333333333	18096.5333333333	112364.4	21519.7333333333	9870.8	209513.733333333	9.73e-07	2	0.0085370549
ELOVL3	0	1	1	1	1	0	0	4	16244	30578	34494	18388	113207	21607	10013	212911	4.82e-07	1	0.0133537914
ELOVL4	0	0	0	0	2	1	0	2	16130	30529.3333333333	34522.6666666667	18358	112692.666666667	21580.6666666667	10048	212232.666666667	9.37e-07	2	0.064217434
ELOVL5	0	0	0	0	1	0	0	1	16200	30156	33682	18244	111278	21612	10008	209560	1.17e-06	2	0.002525234
ELOVL6	0	0	0	0	1	0	0	1	16254	30606	34576	18394	113740	21614	10068	213570	8.08e-07	2	0.2164545313
ELOVL7	2	0	6	4	41	0	0	53	16080	30184	33933	18182.3333333333	112036	21487.3333333333	9877	210415.333333333	7.24e-07	1	0.0026138437
ELP2	5	12	13	1	39	1	2	70	15639.0769230769	29934.1025641026	33879.2820512821	17895.5897435897	109781.230769231	20786.5641025641	9932.15384615385	207129.282051282	2.88e-06	3	0.0111895756
ELP3	0	5	3	7	23	3	0	38	16191.9230769231	30185.5384615385	33983.7692307692	18240	113021.615384615	21600.0769230769	9986.23076923077	211622.846153846	1.95e-06	3	0.0142273687
ELP4	0	1	2	0	7	1	0	10	15100.6666666667	28228.2222222222	31668.4444444444	17212	109596.666666667	21291.3333333333	9547.77777777778	201806	1.07e-06	2	0.0228148678
ELP5	29	2	2	6	7	0	0	46	16140.875	30518.75	34484	18364	113279.125	21328.625	10014	212786.75	7.13e-07	1	0.0030067776
ELP6	2	0	0	1	20	0	0	23	15458.2857142857	30482	34306	17938.5714285714	113027.714285714	21264.5714285714	10050.2857142857	211212.571428571	5.07e-07	1	0.0046751224
ELSPBP1	11	3	4	2	20	0	0	40	16251.4285714286	30563.7142857143	34502.4285714286	18383	113537.428571429	21532.8571428571	10061.4285714286	213238	7.33e-07	1	0.0033977581
ELTD1	3	6	3	6	14	2	0	32	14391.6	27799.2	30519.3	16425.1	105523.7	20769.8	9276.6	194658.9	1.36e-06	2	0.0098590934
EMB	2	1	6	3	7	0	0	19	15348.3333333333	27407.3333333333	30671.6666666667	17510.1666666667	108654.5	21128.1666666667	9156.83333333333	199592	8.12e-07	2	0.0055988109
EMC1	6	18	4	7	48	1	1	83	16242.6086956522	30566.0434782609	34476.8260869565	18370.3913043478	113435.826086957	21619.0434782609	10057.5652173913	213091.695652174	3.03e-06	3	0.0089656732
EMC10	5	6	2	1	37	1	1	51	14060.9333333333	28121.6	31436.5333333333	16546.8	100269.333333333	18911.0666666667	9293.73333333333	190435.2	1.06e-06	2	0.0031352205
EMC3	1	0	0	1	3	0	0	5	15609	26245	28560	16783	106686.5	19767	8870	193883.5	9.44e-07	2	0.1139869447
EMC4	0	0	0	0	1	0	0	1	16256	30616	34592	18394	113748	21646	10080	213606	6.47e-07	1	0.2845080614
EMC7	0	0	0	0	0	0	0	0	16234	30458	34306	18344	113474	21508	10054	212816	5.74e-07	1	0.2935226547
EMC8	0	0	0	0	1	0	0	1	15846	30556	34452	18250	110314	20922	9988	209418	5.22e-07	1	0.0384836799
EMC9	0	9	4	1	3	0	0	17	16248	30611	34578.3333333333	18391	113639	21576.6666666667	10074	213467.333333333	5.28e-07	1	0.0055203626
EMCN	0	51	2	0	11	0	0	64	15833	29410.75	32934.5	17840.25	111260.5	21365.75	9861	207279	7.62e-07	2	0.0019893028
EME1	8	6	15	0	43	34	0	72	16033.75	30363	34306.5	18219.125	112430.5	21431.375	9992.375	211352.875	1.21e-06	2	0.0021269613
EMG1	3	3	0	0	3	2	0	9	15398.2222222222	30509.3333333333	34432.4444444444	17926.8888888889	112474.222222222	21498	10041.3333333333	210741.111111111	9.2e-07	2	0.0216748534
EMID1	1	6	2	0	12	0	0	21	15000.1428571429	28943.1428571429	32571.1428571429	17254.4285714286	103926	20431.8571428571	9591.42857142857	197694.857142857	1.18e-06	2	0.0183558008
EMILIN1	1	2	3	0	10	34	0	16	15039.8181818182	29077.8181818182	32732.1818181818	17366.3636363636	107245.818181818	20785.0909090909	9341.27272727273	201462	1.95e-06	3	0.0090654463
EMILIN2	2	1	10	13	22	19	7	48	16179.12	30202.48	34130.32	18308.24	112696.88	21267.44	9851.84	211517.04	1.87e-06	3	0.0076633143
EMILIN3	8	6	1	1	12	2	0	28	15929	30413.1666666667	34398.8333333333	18263.6666666667	111930.833333333	18996.3333333333	9986.66666666667	210935.5	1.27e-06	2	0.0111002438
EML1	1	1	0	0	7	1	0	9	16234	30369.25	34274.25	18343.75	113453.25	21618.75	10046.25	212674.5	2.72e-06	3	0.0563827905
EML2	1	15	5	11	20	7	88	52	14111.4375	28780.75	32239.5625	16679.75	100659.125	18113.9375	9563.75	192470.625	2.33e-06	3	0.0051765341
EML3	1	2	0	0	16	8	2	19	15506.7777777778	29593.2222222222	33813.2222222222	18072.1111111111	108799.777777778	19724.8888888889	9569.33333333333	205785.111111111	2.69e-06	3	0.0286781265
EML4	1	2	2	0	12	1	0	17	15663.8571428571	29156.8571428571	32811.2857142857	17606.8571428571	108958	21244	9787	204196.857142857	3.2e-06	3	0.0421828198
EML5	1	5	7	5	45	3	1	63	14343.1333333333	28935.8	32587.4	16899.2	104716.4	20768.0666666667	9753.93333333333	197481.933333333	5.8e-06	3	0.0352438611
EMP1	0	0	0	0	2	0	0	2	16252	30598	34570	18376	113652	21634	10078	213448	2.84e-07	1	0.0503211472
EMP2	1	2	6	1	11	0	0	21	16051.3333333333	30152.2222222222	33956.4444444444	18104.6666666667	112735.333333333	21535.3333333333	9997.77777777778	211000	3.13e-07	1	0.0061647198
EMP3	3	4	5	0	18	0	25	30	16216.6666666667	30568.8888888889	34549.1111111111	18390.2222222222	113569.111111111	21604.6666666667	10068	213294	6.48e-07	1	0.0032568173
EMR1	2	70	26	7	26	1	16	131	16126.8	29916.6285714286	33513.0857142857	18108.9142857143	112219.314285714	21501.1428571429	9851.08571428571	209884.742857143	2.16e-06	3	0.003677567
EMR3	3	38	10	4	59	10	1	114	15641.8181818182	29085.0909090909	32234.2424242424	17396.6060606061	109873.636363636	21319.2121212121	9540.78787878788	204231.393939394	1.57e-06	3	0.0017625193
EN2	0	0	0	0	1	0	0	1	15216	29572	33536	17976	110842	21300	9634	207142	6.57e-07	1	0.0660255694
ENAH	0	0	1	0	1	0	0	2	15893	29661	33788	18140	111793	21557	9962	209275	1.85e-06	3	0.3666951406
ENAM	5	3	12	2	19	3	0	41	16167.6923076923	30558.2307692308	34528.7692307692	18376.4615384615	113323.769230769	21633.1538461538	10053.1538461538	212954.923076923	1.88e-06	3	0.0134116464
ENC1	0	0	2	0	2	0	0	4	16250.5	30613.5	34584	18391	113707	21644	10078	213546	9.46e-07	2	0.2398273525
ENDOD1	2	4	17	1	32	1	0	56	13541.0666666667	28556.6666666667	32158.1333333333	16143.8666666667	102376.8	20385.4666666667	9514.53333333333	192776.533333333	8.32e-07	2	0.0037615601
ENDOU	25	17	22	2	64	1	0	130	15745.4285714286	30190.4761904762	34062.9523809524	18008	110599.523809524	20803.619047619	9975.90476190476	208606.380952381	1.13e-06	2	0.0017232607
ENG	0	1	0	1	1	0	0	3	15866.6666666667	30186	34107.3333333333	18217.3333333333	111596.666666667	21126.6666666667	9978.66666666667	209974	1.66e-06	3	0.0994439867
ENHO	0	0	1	0	0	0	0	1	15480	30602	34516	17976	113170	21260	10066	211744	8.88e-08	1	0.0191005438
ENKD1	0	27	7	2	39	1	0	75	15623.5384615385	30076.1538461538	33974.9230769231	18134.6153846154	109761.846153846	21122	9774.76923076923	207571.076923077	7.53e-07	2	0.0048566322
ENKUR	3	1	1	3	6	32	0	14	16213.25	29723.5	33941.25	18238	113015	21586	9940.25	211131	5.49e-07	1	0.002592921
ENO1	0	7	0	2	9	2	1	18	16236	30597.4545454545	34571.0909090909	18392.1818181818	113571.090909091	21631.4545454545	10068.7272727273	213367.818181818	1e-06	2	0.010293117
ENO2	1	0	2	0	2	8	0	5	16221.6	30600.8	34555.6	18387.6	113339.6	21606.4	10052	213105.2	1.12e-06	2	0.0205369035
ENO3	10	27	23	3	30	0	6	93	16117.5384615385	30465.3076923077	34493.9230769231	18358.7692307692	113082.923076923	21495.6923076923	10039.3076923077	212518.461538462	1.12e-06	2	0.002754087
ENOPH1	0	0	0	1	8	6	0	9	16205	29969.6666666667	33808.6666666667	18270.3333333333	113187.333333333	21611	10006.6666666667	211441	7.7e-07	2	0.008338379
ENOSF1	9	10	28	19	24	0	0	90	16228.0714285714	30535.8571428571	34523.6428571429	18380.6428571429	113579.357142857	21630.9285714286	10067.7857142857	213247.571428571	1.32e-06	2	0.0052005694
ENOX1	2	3	1	2	11	0	0	19	16099.125	29797.375	33545	18087.625	112448.125	21496.375	9914.5	209977.25	1.97e-06	3	0.0314954882
ENOX2	0	24	4	0	4	1	0	32	13001.3846153846	18007.3076923077	26629.0769230769	13524.6153846154	80174.7692307692	15848.3076923077	7294.46153846154	151337.153846154	1.63e-06	3	0.0063189363
ENPP1	1	9	3	4	25	1	0	42	15494.4545454545	29917.9090909091	33631.9090909091	17666.9090909091	109619.636363636	21142	9902	206330.818181818	2.7e-06	3	0.0164402409
ENPP2	1	9	3	0	8	1	1	21	16077.8666666667	29957.3333333333	33635.3333333333	18081.4666666667	112575.6	21565.8666666667	9958.8	210327.6	2.75e-06	3	0.0259779694
ENPP4	0	1	0	0	1	1	0	2	15882	26946.6666666667	31842.6666666667	17892	106479.333333333	19068	8687.33333333333	199042.666666667	7.23e-07	1	0.0548770258
ENPP5	2	3	6	2	27	0	1	40	16170.7142857143	29658	33475.4285714286	18189.1428571429	112414.142857143	21477.5714285714	9809.14285714286	209907.428571429	7.34e-07	2	0.0077969976
ENPP6	1	4	1	0	8	2	0	14	16243.8571428571	30510.8571428571	34440.7142857143	18376.1428571429	113495.142857143	21626.1428571429	10051.8571428571	213066.714285714	9.15e-07	2	0.0132523525
ENSA	0	1	0	1	0	0	0	2	16086	29635	33308	17998	111784	21482	9795	208811	3.74e-07	1	0.0272016452
ENTHD1	0	13	0	5	11	1	0	29	15855.3846153846	29403.8461538462	32862.3076923077	17787.0769230769	110611.230769231	21218.6153846154	9754.76923076923	206519.846153846	9.64e-07	2	0.0065268905
ENTPD1	1	1	1	0	2	0	0	5	14489.2	28983.6	32527.6	16814.8	102346.4	18272.8	9730.8	195161.6	1.02e-06	2	0.0449890987
ENTPD3	17	7	11	8	24	1	0	67	16175.8620689655	30490.9655172414	34431.6551724138	18363.724137931	113195.103448276	21543.1034482759	10032.2068965517	212657.310344828	1.09e-06	2	0.0032695165
ENTPD4	3	28	14	5	43	7	0	93	16205.8	29891	34022.2	18294.4666666667	112368.333333333	21418.8666666667	9785.2	210781.8	2.51e-06	3	0.0056036391
ENTPD5	4	13	1	0	6	0	0	24	16251.0909090909	30591.0909090909	34535.0909090909	18386.9090909091	113526.909090909	21603.8181818182	10063.0909090909	213291.090909091	1.4e-06	2	0.0133981437
ENTPD6	1	2	4	1	7	1	0	15	16185.5	30278.5	34270	18335.1666666667	112594	21434	9944.33333333333	211663.166666667	1.24e-06	2	0.0108114722
ENTPD7	1	23	4	7	23	0	0	58	16132.2608695652	29922.7826086957	33809.4782608696	18208.0869565217	111993.043478261	21472.9565217391	9843.21739130435	210065.652173913	2.26e-06	3	0.0107352425
ENTPD8	0	2	7	8	30	0	0	47	15581.7894736842	29982.4210526316	34051.8947368421	18104.4210526316	109767.263157895	20857.2631578947	9772.94736842105	207487.789473684	1.11e-06	2	0.0049977181
EOMES	0	3	2	2	0	0	0	7	16249.3333333333	30420	34445.3333333333	18381.3333333333	113534.666666667	21610	10026	213030.666666667	1.46e-06	3	0.0402184211
EP300	1	0	0	0	7	0	0	8	16216.3333333333	30613.3333333333	34583.6666666667	18390.3333333333	113600	21610	10071.6666666667	213403.666666667	6.51e-06	3	0.2004872423
EP400	0	3	6	0	16	3	1	25	14862.0869565217	27964.8695652174	31817.0434782609	17167.8260869565	103062.956521739	19430.2608695652	9121.82608695652	194874.782608696	8.06e-06	3	0.0262985256
EPAS1	0	2	2	0	3	2	0	7	16251.75	30611	34585.5	18393	113616	21644.5	10074	213457.25	1.84e-06	3	0.0800805897
EPB41	2	1	4	4	13	6	0	24	15607	30015	33863.2857142857	17879.2857142857	109732.142857143	21297.4285714286	9955.85714285714	207096.714285714	2.39e-06	3	0.0195658672
EPB41L1	0	0	0	5	8	1	1	13	15974.25	30304.75	34241	18163.25	111802	21295.75	10016.25	210485.25	1.93e-06	3	0.0214439183
EPB41L2	1	2	1	0	5	0	0	9	15952.5	29784.5	33577.5	18164	111826.25	21284.25	9774.5	209304.75	2.23e-06	3	0.0723212595
EPB41L3	3	2	12	2	7	2	0	26	16119.7894736842	30222.3157894737	34221.5789473684	18302.2105263158	112245.684210526	21420.9473684211	9908.84210526316	211111.578947368	2.83e-06	3	0.0349392934
EPB41L4A	12	13	4	5	78	7	3	112	14386.1578947368	28415	32042.5263157895	16684.3684210526	106231.578947368	20437.3157894737	9526.8947368421	197759.631578947	2.58e-06	3	0.0044068482
EPB41L4B	0	1	2	0	3	0	0	6	15482	30483.6666666667	34415.6666666667	17971.3333333333	113043	21545.3333333333	10044.6666666667	211395.666666667	2.48e-06	3	0.1073620073
EPB41L5	2	3	1	2	11	0	0	19	16168.7692307692	29865.8461538462	33695.0769230769	18227.0769230769	112576.615384615	21560.6153846154	9914.46153846154	210533.384615385	2.71e-06	3	0.0236332279
EPB42	4	6	3	1	12	6	0	26	16225.4117647059	30614.8235294118	34582.5882352941	18384.5882352941	113548.705882353	21642.7058823529	10071.1764705882	213356.117647059	1.81e-06	3	0.0028536063
EPC1	0	0	1	1	0	0	0	2	16255	30612	34577	18394	113696	21638	10078	213534	2.86e-06	3	0.2824681294
EPC2	1	0	0	0	1	0	0	2	15281	29472	33651	17762	111196	21434	9936	207362	2.34e-06	3	0.387238439
EPCAM	0	2	12	2	16	1	0	32	15813.6923076923	30195.5384615385	34073.5384615385	18092.7692307692	111095.538461538	21289.2307692308	9972.61538461538	209271.076923077	9.93e-07	2	0.0041576775
